aircraft_type,country_prefix,registration_number,category
Beech C-45H,OK,BSC,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 180,OK,WGN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,OKG,AVREG_DATA.CATEGORIES.AIRPLANE
Pilatus PC-12,OK,PVG,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA46,OK,STN,AVREG_DATA.CATEGORIES.AIRPLANE
Bergfalke,OK,3377,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,6247,AVREG_DATA.CATEGORIES.GLIDER
Z 50,OK,VIC,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2006T,OK,RNP,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 150,OK,EBL,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 20,OK,5224,AVREG_DATA.CATEGORIES.GLIDER
BEECH 400,OK,BMM,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,TAX,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,1904,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Commander 114,OK,NET,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 20,OK,9496,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,4684,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,ZKK,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,EEM,AVREG_DATA.CATEGORIES.HELICOPTER
Tecnam P2006T,OK,MCC,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,0705,AVREG_DATA.CATEGORIES.GLIDER
Cirrus,OK,8774,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,0123,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Pilatus PC-12,OK,CTI,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,3113,AVREG_DATA.CATEGORIES.GLIDER
DG-100,OK,5043,AVREG_DATA.CATEGORIES.GLIDER
Cessna 560XL,OK,AST,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,6809,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0922,AVREG_DATA.CATEGORIES.GLIDER
LS 1-c,OK,3162,AVREG_DATA.CATEGORIES.GLIDER
DG-400,OK,8844,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 421,OK,IAM,AVREG_DATA.CATEGORIES.AIRPLANE
Cirrus,OK,3737,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,EJS,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,7567,AVREG_DATA.CATEGORIES.GLIDER
Cessna FR 172,OK,ABA,AVREG_DATA.CATEGORIES.AIRPLANE
K7,OK,4070,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,5401,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0956,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,BRO,AVREG_DATA.CATEGORIES.AIRPLANE
DA20,OK,PPL,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,0111,AVREG_DATA.CATEGORIES.POWERED_GLIDER
"201 ""Mariane""",OK,2201,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,LJL,AVREG_DATA.CATEGORIES.HELICOPTER
DA 40,OK,ASG,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,5413,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5087,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,7292,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,ELN,AVREG_DATA.CATEGORIES.AIRPLANE
CT,OK,MIK,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 182,OK,POP,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,ZCA,AVREG_DATA.CATEGORIES.AIRPLANE
AN 2,OK,NOS,AVREG_DATA.CATEGORIES.AIRPLANE
Gulfstream G550,OK,JMD,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,AJA,
ASTIR CS,OK,7231,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5314,AVREG_DATA.CATEGORIES.GLIDER
Z 726,OK,DXA,AVREG_DATA.CATEGORIES.AIRPLANE
PITTS S1-C,OK,PIT,AVREG_DATA.CATEGORIES.AIRPLANE
Z 142,OK,KAI,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,HVZ,AVREG_DATA.CATEGORIES.HELICOPTER
R 22,OK,HYZ,AVREG_DATA.CATEGORIES.HELICOPTER
ASG 32,OK,2033,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 44,OK,SEF,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,ZPM,AVREG_DATA.CATEGORIES.HELICOPTER
VENTUS,OK,3636,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,3040,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Pilatus PC-12,OK,TNT,AVREG_DATA.CATEGORIES.AIRPLANE
EC 120,OK,AMS,AVREG_DATA.CATEGORIES.HELICOPTER
Cirrus,OK,7373,AVREG_DATA.CATEGORIES.GLIDER
LS 7,OK,1009,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1298,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 15,OK,8877,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,5158,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,7181,AVREG_DATA.CATEGORIES.GLIDER
LS 1-c,OK,0674,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,TSR,AVREG_DATA.CATEGORIES.AIRPLANE
ASK 21,OK,1107,AVREG_DATA.CATEGORIES.GLIDER
Z 42,OK,ALC,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1701,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,FAF,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,TWY,AVREG_DATA.CATEGORIES.AIRPLANE
CAMERON HOT AIR BALLOONS,OK,0104,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Tecnam P2002 JF,OK,DLA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,LTC,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,0909,AVREG_DATA.CATEGORIES.GLIDER
BEECH 400,OK,JFA,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,2694,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1703,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,8866,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 150 ,OK,ASC,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWC,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWA,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWB,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWD,AVREG_DATA.CATEGORIES.AIRPLANE
LAK-12,OK,8700,AVREG_DATA.CATEGORIES.GLIDER
BELL 206,OK,MNP,AVREG_DATA.CATEGORIES.HELICOPTER
CABRI G2,OK,JVS,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,2577,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
AN 2,OK,AJH,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,CSN,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1336,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 182,OK,MNC,AVREG_DATA.CATEGORIES.AIRPLANE
"201 ""Mariane""",OK,1331,AVREG_DATA.CATEGORIES.GLIDER
DA 62,OK,IQB,AVREG_DATA.CATEGORIES.AIRPLANE
GROB SAILPLANES,OK,4187,AVREG_DATA.CATEGORIES.GLIDER
fire balloons G,OK,1002,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,HEZ,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,1356,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1935,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
CAMERON HOT AIR BALLOONS,OK,2602,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cirrus-VTC,OK,3012,AVREG_DATA.CATEGORIES.GLIDER
Bergfalke,OK,6655,AVREG_DATA.CATEGORIES.GLIDER
L 410,OK,FSA,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,ATY,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,FSB,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,FSC,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,1773,AVREG_DATA.CATEGORIES.GLIDER
CAMERON HOT AIR BALLOONS,OK,0015,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1025,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Bell 429,OK,SGR,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna FR 172,OK,RRK,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 172,OK,API,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,FRO,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,CIR,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1335,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,KEA,AVREG_DATA.CATEGORIES.AIRPLANE
Arcus T,OK,2525,AVREG_DATA.CATEGORIES.POWERED_GLIDER
CAMERON HOT AIR BALLOONS,OK,6262,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
LS 1-f,OK,8841,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1975,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Pilatus PC-12,OK,IHS,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH 400,OK,BZZ,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 185,OK,PBE,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,3210,AVREG_DATA.CATEGORIES.GLIDER
LF 107 LUNAK,OK,0812,AVREG_DATA.CATEGORIES.GLIDER
Cessna 525,OK,PBK,AVREG_DATA.CATEGORIES.AIRPLANE
DG-100,OK,2422,AVREG_DATA.CATEGORIES.GLIDER
SF 25 C,OK,9381,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Ka 6,OK,5234,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,6868,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,0102,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,1885,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Standard Cirrus,OK,0976,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,1988,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BD-100,OK,AOA,AVREG_DATA.CATEGORIES.AIRPLANE
CAMERON HOT AIR BALLOONS,OK,4774,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
CAMERON HOT AIR BALLOONS,OK,9099,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna F 150,OK,ASB,AVREG_DATA.CATEGORIES.AIRPLANE
DR 400,OK,ATO,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,BCN,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,ACT,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,6475,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,PRW,AVREG_DATA.CATEGORIES.AIRPLANE
BD-700,OK,GRX,AVREG_DATA.CATEGORIES.AIRPLANE
fire balloons G,OK,1234,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
CAMERON HOT AIR BALLOONS,OK,7111,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,1776,AVREG_DATA.CATEGORIES.GLIDER
ASE4,OK,ASE,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1351,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
JS-MD Single,OK,4466,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,TSS,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,BFC,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2019,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
8KCAB,OK,ACR,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,BKN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 152,OK,SCT,AVREG_DATA.CATEGORIES.AIRPLANE
CABRI G2,OK,SIA,AVREG_DATA.CATEGORIES.HELICOPTER
LS 1-c,OK,0565,AVREG_DATA.CATEGORIES.GLIDER
DA 42 NG,OK,RAV,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,COM,AVREG_DATA.CATEGORIES.AIRPLANE
"SZD-30C ""Pirat""",OK,6800,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,DSS,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,KKW,AVREG_DATA.CATEGORIES.AIRPLANE
Z 37,OK,HJR,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TST,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,3755,AVREG_DATA.CATEGORIES.GLIDER
LS8,OK,0727,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,REZ,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 427,OK,ERP,AVREG_DATA.CATEGORIES.HELICOPTER
JS-MD Single,OK,2114,AVREG_DATA.CATEGORIES.GLIDER
EMB-505,OK,PHM,AVREG_DATA.CATEGORIES.AIRPLANE
KKB 18 KE,OK,5513,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1801,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Ventus bT,OK,7744,AVREG_DATA.CATEGORIES.POWERED_GLIDER
LS8,OK,3370,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,3907,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 172,OK,EWY,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-c,OK,7108,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,2122,AVREG_DATA.CATEGORIES.POWERED_GLIDER
HPH Glasflügel 304,OK,8304,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Standard Cirrus,OK,7757,AVREG_DATA.CATEGORIES.GLIDER
Discus a,OK,5230,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,6847,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Standard Cirrus,OK,1417,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,0888,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1208,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
DG-100,OK,5842,AVREG_DATA.CATEGORIES.GLIDER
DG-100,OK,3748,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,2307,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,SWE,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,6834,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,1609,AVREG_DATA.CATEGORIES.GLIDER
ASK 21,OK,7521,AVREG_DATA.CATEGORIES.GLIDER
DG-100,OK,1743,AVREG_DATA.CATEGORIES.GLIDER
SPEED ASTIR II,OK,8717,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,TSU,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,GOL,AVREG_DATA.CATEGORIES.AIRPLANE
Duo Discus,OK,3888,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 66,OK,HTM,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,FXF,AVREG_DATA.CATEGORIES.HELICOPTER
PIPER PA34 ,OK,INC,AVREG_DATA.CATEGORIES.AIRPLANE
ASK 21,OK,1834,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,2676,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
CAMERON HOT AIR BALLOONS,OK,5353,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 15,OK,0868,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0783,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1809,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,SEL,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,6835,AVREG_DATA.CATEGORIES.GLIDER
LS 3,OK,2202,AVREG_DATA.CATEGORIES.GLIDER
Socata,OK,JKT,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,4592,AVREG_DATA.CATEGORIES.GLIDER
Discus bT,OK,1404,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,1805,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,HLZ,AVREG_DATA.CATEGORIES.HELICOPTER
ASW 15,OK,2346,AVREG_DATA.CATEGORIES.GLIDER
A109S,OK,AGL,AVREG_DATA.CATEGORIES.HELICOPTER
Arcus T,OK,0008,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 22,OK,PRC,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,1802,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
EXTRA 300,OK,XTR,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA46,OK,CHD,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 182,OK,ZDN,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWF,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2626,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,CBL,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,4010,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
NIMBUS,OK,0330,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1477,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
HPH Glasflügel 304,OK,7272,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Z 526,OK,ERB,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,2212,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SR22,OK,CZE,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWJ,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWK,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWL,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,SWM,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0004,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Mi 8,OK,MSF,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna 172,OK,OLV,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,5515,AVREG_DATA.CATEGORIES.GLIDER
EC 130,OK,TAS,AVREG_DATA.CATEGORIES.HELICOPTER
BEECH 300,OK,RLP,AVREG_DATA.CATEGORIES.AIRPLANE
BEECH 300,OK,ANS,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,5079,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,3983,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1990,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,GTN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,CDI,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,RMI,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0011,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
B 737,OK,SWN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna FR 172,OK,MAX,AVREG_DATA.CATEGORIES.AIRPLANE
Z 50,OK,WRK,AVREG_DATA.CATEGORIES.AIRPLANE
L 23,OK,2301,AVREG_DATA.CATEGORIES.GLIDER
R 66,OK,MLD,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,HBP,AVREG_DATA.CATEGORIES.HELICOPTER
VENTUS,OK,8800,AVREG_DATA.CATEGORIES.POWERED_GLIDER
DG-800,OK,8255,AVREG_DATA.CATEGORIES.GLIDER
LS 1-d,OK,9944,AVREG_DATA.CATEGORIES.GLIDER
CAMERON HOT AIR BALLOONS,OK,1986,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
DG-100,OK,4486,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,4488,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
F260,OK,YUI,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1918,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
NIMBUS,OK,3399,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,8670,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,2705,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,2622,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 172,OK,DSV,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,CDW,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,AMU,AVREG_DATA.CATEGORIES.AIRPLANE
Gulfstream GVI,OK,VEA,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA46,OK,ASK,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 427,OK,PHU,AVREG_DATA.CATEGORIES.HELICOPTER
SR22,OK,SOL,AVREG_DATA.CATEGORIES.AIRPLANE
Z 143,OK,KRI,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8500,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
VENTUS,OK,0880,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,7963,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,TRI,AVREG_DATA.CATEGORIES.HELICOPTER
ASTIR CS,OK,0409,AVREG_DATA.CATEGORIES.GLIDER
Z 242,OK,RAP,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0715,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Z 37,OK,UJG,
Cessna 150 ,OK,ARA,AVREG_DATA.CATEGORIES.AIRPLANE
"H 36 ""DIMONA""",OK,1810,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SR20,OK,BOL,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,JOE,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,JIZ,AVREG_DATA.CATEGORIES.HELICOPTER
LS 4,OK,4114,AVREG_DATA.CATEGORIES.GLIDER
Cessna 210,OK,OMM,AVREG_DATA.CATEGORIES.AIRPLANE
MBB-BK117,OK,RDS,AVREG_DATA.CATEGORIES.HELICOPTER
PZL-104 WILGA Series,OK,HUP,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7873,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,FEW,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 505,OK,MBA,AVREG_DATA.CATEGORIES.HELICOPTER
Standard Cirrus,OK,6400,AVREG_DATA.CATEGORIES.GLIDER
Cessna 525,OK,DSY,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,OUN,AVREG_DATA.CATEGORIES.AIRPLANE
PA-28,OK,ATW,AVREG_DATA.CATEGORIES.AIRPLANE
DG-200/17,OK,5290,AVREG_DATA.CATEGORIES.GLIDER
"101 ""Pégase""",OK,2703,AVREG_DATA.CATEGORIES.GLIDER
LS 6,OK,5146,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,3292,AVREG_DATA.CATEGORIES.GLIDER
Discus a,OK,1759,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,2474,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,0990,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 152,OK,OVC,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,3121,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SF 27 A,OK,7822,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,7540,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1960,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Tecnam P2006T,OK,MNM,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2006T,OK,MSA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 560XL,OK,HAR,AVREG_DATA.CATEGORIES.AIRPLANE
DR 400,OK,LTD,AVREG_DATA.CATEGORIES.AIRPLANE
DG-200/17,OK,5240,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,RUM,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,6767,AVREG_DATA.CATEGORIES.POWERED_GLIDER
L 410,OK,JRP,AVREG_DATA.CATEGORIES.AIRPLANE
R 66,OK,ACC,AVREG_DATA.CATEGORIES.HELICOPTER
Pilatus PC-12,OK,HFH,AVREG_DATA.CATEGORIES.AIRPLANE
DG-800,OK,0800,AVREG_DATA.CATEGORIES.GLIDER
HUGHES 369,OK,HCA,AVREG_DATA.CATEGORIES.HELICOPTER
HUGHES 369,OK,HCB,AVREG_DATA.CATEGORIES.HELICOPTER
HUGHES 369,OK,HCC,AVREG_DATA.CATEGORIES.HELICOPTER
HUGHES 369,OK,HCF,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna 206,OK,DZO,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,PAT,AVREG_DATA.CATEGORIES.HELICOPTER
FA-200,OK,MHI,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,6633,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
MU-2,OK,MOO,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 680,OK,JRS,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,TEW,AVREG_DATA.CATEGORIES.HELICOPTER
L 13 Vivat,OK,7107,AVREG_DATA.CATEGORIES.POWERED_GLIDER
VSO 10,OK,7511,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,1623,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,0793,AVREG_DATA.CATEGORIES.GLIDER
L 13,OK,4707,AVREG_DATA.CATEGORIES.GLIDER
Husky A-1,OK,TUG,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1912,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BELL 505,OK,IDS,AVREG_DATA.CATEGORIES.HELICOPTER
ASTIR CS,OK,6509,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1523,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1442,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASW 15,OK,2334,AVREG_DATA.CATEGORIES.GLIDER
Cessna 150 ,OK,ASY,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,3380,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 150,OK,WTF,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-c,OK,0383,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0195,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 152,OK,VIS,AVREG_DATA.CATEGORIES.AIRPLANE
